编号,肌肉,test1 熵值/RMS,test2熵值/RMS,test3熵值/RMS,test4熵值/RMS,test5熵值/RMS,平均熵值
,,,,,,,
S11,LBB,0.09782826713921879,0.10758453785016832,0.09961359240582036,0.10602741482720114,0.11694322983283591,0.10559940841104891
,,32.43819496072458,29.992315443863404,22.986504279500497,23.921966252304102,23.508015105036264,
,LTB,0.17687207851712053,0.1703967857729977,0.15930036309277953, 0.17222199511764183,0.16465214255935515,0.16868867301197893
,,41.667470508272174,34.39775907521138,32.072546454814976,35.11687341067688,31.985285495165705,
,RBB,0.060251296033526754,0.0626578305904514,0.046846777494468535,0.05352038159598561,0.05160625574973999,0.05497650829283446
,,27.890876599182693,29.69902515554345,26.792570140266186,31.515082731860293,29.67886428216672,
,RTB,0.06954696586431021,0.0678897547661398, 0.05334171110622366,0.06631895985894322,0.0702003786380191,0.0654595540467272
,,35.659505406092315,36.04795910538485,32.64030976999505,37.32901020153072, 34.10435040424216,
,,,,,,,
S12,LBB,0.06761174936678517,0.0512242926922153,0.05995011921673233,0.06186844149932803,0.0636234752432774,0.060855615603667645
,,50.24847887669801,68.04040707240782,55.45114853942827,57.04014330037249, 71.15700464573709,
,LTB,0.05516414236268797,0.06337267408087068,0.06088965963523541,0.07521727536641633,0.0560565720690528,0.06214006470285264
,,66.23336234357033,70.1453100423354,57.93877797299461,53.495315796021025,61.22152660160463,
,RBB,0.06654141519040781,0.06230555430215091, 0.06352856014762344,0.06748994145468058,0.07059569311121573, 0.0660922328412157
,,41.8765912410562,46.391742012804485,41.41768524143929,49.98126226912454,46.06242137303617,
,RTB,0.06959423978162606,0.1233135903411824,0.11419294410116289,0.07792031979404836,0.11830126797263364,0.10066447239813067
,,64.88085231166825,91.15295751978077,78.77299172322195,66.8167886084484,67.25415073393444,
,,,,,,,
S13,LBB,0.17331173206088615,0.20319735191400282,0.20780362835739966,0.19750177755786405,0.19117073327920633,0.19459704463387179
,,42.583467911366604,41.63967880887877,39.9470070733634,38.888564363362626,43.15344977978399,
,LTB,0.16657499722434713,0.17673953306706072,0.17289010539009378,0.17128423998289857,0.15520848589971917,0.16853947231282387
,,27.961338249253,30.042112137319496,29.174653460299183,31.90512452689368,29.790333740295864,
,RBB,0.07916912144964096,0.0744542147034042,0.07897690349571852,0.0813097030439718,0.08065954217372752,0.0789138969732926
,,43.328284691339995,46.56185467958809,51.00708083085203,51.898451554900326,50.685830915105974,
,RTB,0.14031688330425054,0.10955704836130754,0.12173740657287781,0.13031286059290184,0.13019219787201544,0.12642327934067063
,,97.06258389671287,76.86554582911764,61.161561045028655,64.66068214842518,61.658931970820625,
,,,,,,,
S14,LBB,0.05892520346241204,0.057808844484084194,0.05517609960736881,0.06560004241140495,0.06280042076555882,0.06006212214616576
,,47.326169747074594,44.31882967069647,56.18889524345986,52.20842317625736,49.88933831839471,
,LTB,0.09302274410881485,0.105565061617123,0.09921730993276402,0.10957486727339662,0.10482909572795097, 0.1024418157320099
,,30.119596713894058,29.105931764286666,32.79214858443887,34.26558126652218,31.851489797650625,
,RBB,0.11062108443996733,0.11126247528486334,0.08920860114626696,0.10150996577260331,0.09742479451521315,0.10200538423178282
,,24.479457747833166,22.38327027778374,19.119792991671698,18.318235279294655,17.35356062267628,
,RTB,0.18739370891952092,0.202044263321447,0.2019476725870795,0.20511339666512265,,0.1787530967694482
,,12.303290073825451,16.356276415917723,19.06359083502273,15.608026013697124,16.02009102684001,
,,,,,,,
S15,LBB,0.11785133492737078,0.15454556890512663,0.16451471817021493,0.14986623071892582,0.15747770504244887, 0.1488511115528174
,,13.402315706273276,10.478543551700907,9.8502494041747,9.933678191154938,9.849727272034887,
,LTB,"0.10440182048104175, 0.10677016144758346, 0.10692639328651866, 0.1069098329998295, 0.11225556938258598",,,,,0.10745275551951187
,,"3.8907209690156526, 3.2214772428560035, 3.4042554113292276, 3.7062599700507475, 4.021601352529179",,,,,
,RBB,"0.0646166317370961, 0.05250158413189166, 0.058660777319734854, 0.057425111385933654, 0.060119936238709044",,,,,0.05866480816267307
,,"27.22068379694712, 28.21685906767213, 26.68596865243436, 29.3950557275115, 26.73434069045822",,,,,
,RTB,"0.08571897383016804, 0.11357121175496822, 0.09386525393633273, 0.09080709475044814, 0.08912547336369715",,,,,0.09461760152712285
,,"32.315866709643025, 29.429403176097335, 32.89850020824922, 34.125684964808535, 34.76989692681173",,,,,
,,,,,,,
S16,LBB,0.08410779853771368,0.06018519554720559,0.060837664150771416,0.06923243343065656,0.07460030638154404,0.06979267960957826
,,57.072425096157666,64.6156380466799,64.45058560316296,67.91629668439741,71.0918630270348,
,LTB,0.05553092848321862,0.060608781451839795,0.05903545412049139,0.06439564781144659,0.05364775934772182,0.058643714242943644
,,74.322828148204,75.95484850343159,68.51071003376977,64.12085807530126,69.1022897232186,
,RBB,"0.07429206090861885, 0.08987832100055095, 0.0821590738464494, 0.06882299431779339, 0.0754582982324269",,,,,0.0781221496611679
,,"21.082589400360774, 17.72996085330068, 17.052180724205968, 16.348830812314294, 11.843352013767522",,,,,
,RTB,"0.06905801315177508, 0.06173456991783622, 0.06914921832097366, 0.06423229496282147, 0.06364872324573913",,,,,0.06556456391982911
,,"14.468133905210001, 16.82243113114701, 13.72633179140103, 13.306830593861267, 13.888124646700504",,,,,
,,,,,,,
S17,LBB,"0.058064038716754925, 0.054313814173473036, 0.057097484680687434, 0.05839874289356973, 0.05798340373004741",,,,,0.05717149683890651
,,"44.5066376512283, 74.1779496537807, 72.69385539713728, 66.53137997664271, 60.22049177100349",,,,,
,LTB,"0.12501392058143837, 0.12618347139253652, 0.12692041874824359, 0.13360066774894144, 0.1097000987131931",,,,,0.1242837154368706
,,"42.177313122080946, 48.15226922518302, 48.03249791169162, 43.24537952548303, 40.87857354524725",,,,,
,RBB,"0.08083596847995135, 0.08735851464042789, 0.08439691253077132, 0.08899605389795619, 0.09682122814436846",,,,,0.08768173553869504
,,"13.901028604504505, 18.86055337232677, 18.18243052490372, 13.915822696062659, 11.553781463417392",,,,,
,RTB,"0.09822802009157329, 0.08228949635166195, 0.07778852211953037, 0.07466369225752457, 0.07377245763101416",,,,,0.08134843769026087
,,"7.978032077393161, 9.807007431927348, 6.623398968661901, 5.199085112740998, 5.848324323093294",,,,,
